search URL:,https://patents.google.com/?assignee=BYD+Auto%0A&after=priority:20130101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
WO-2014173282-A1,Solar cell module ,"Shenzhen Byd Auto R&D Company Limited, Byd Company Limited","Zhanfeng Jiang, Jingbo GUAN, Yunjiang YAO, Yu Wu, Bo FANG, Qiang Chen",2013-04-22,2014-04-22,2014-10-30,,https://patents.google.com/patent/WO2014173282A1/en,
WO-2014173260-A1,Magnesium alloy and method for preparing the same ,"Shenzhen Byd Auto R&D Company Limited, Byd Company Limited",Shaoqing LI,2013-04-22,2014-04-18,2014-10-30,,https://patents.google.com/patent/WO2014173260A1/en,
CN-211196339-U,Steering transmission shaft and vehicle ,"比亚迪股份有限公司, 长沙市比亚迪汽车有限公司","万蓬飞, 李传宝",2019-08-23,2019-08-23,2020-08-07,2020-08-07,https://patents.google.com/patent/CN211196339U/en,https://patentimages.storage.googleapis.com/d6/16/9c/f00ec79933a326/HDA0002177995780000011.png
CN-207093193-U,"A kind of deputy tank, tandem cooling system and vehicle ",武汉比亚迪汽车有限公司,邓细毛,2017-07-31,2017-07-31,2018-03-13,2018-03-13,https://patents.google.com/patent/CN207093193U/en,
CN-113418918-A,Pole piece slotting detection method and device ,深圳市比亚迪锂电池有限公司,"姜新军, 姚芳",2020-07-31,2020-07-31,2021-09-21,,https://patents.google.com/patent/CN113418918A/en,https://patentimages.storage.googleapis.com/04/6e/53/f127b5a915f494/HDA0002611756450000011.png
CN-208290831-U,A kind of wheel cover and wheel and vehicle with it ,长沙市比亚迪汽车有限公司,赵元鹏,2018-01-24,2018-01-24,2018-12-28,2018-12-28,https://patents.google.com/patent/CN208290831U/en,
CN-206422183-U,"Battery modules cover plate assembly, battery modules and battery bag ",宁波比亚迪汽车有限公司,"吴刚, 张中林, 周燕飞",2016-12-22,2016-12-22,2017-08-18,2017-08-18,https://patents.google.com/patent/CN206422183U/en,
CN-207045313-U,A kind of electric motor coach battery-mounting device ,天津比亚迪汽车有限公司,"殷文凯, 孟祥胜, 李春娜",2017-03-20,2017-03-20,2018-02-27,2018-02-27,https://patents.google.com/patent/CN207045313U/en,
CN-206663218-U,A kind of equidistant scriber of electronics ,天津比亚迪汽车有限公司,"孟祥胜, 殷文凯, 李春娜",2017-03-23,2017-03-23,2017-11-24,2017-11-24,https://patents.google.com/patent/CN206663218U/en,
CN-206825304-U,One kind exempts from hand electric spanner ,天津比亚迪汽车有限公司,"孟祥胜, 殷文凯, 马南",2017-04-28,2017-04-28,2018-01-02,2018-01-02,https://patents.google.com/patent/CN206825304U/en,
CN-207088884-U,A kind of leaf springs of car mounting seat and spring installation structure ,杭州比亚迪汽车有限公司,"黄明有, 杨艳兵, 耿长盈, 赵彦利, 袁贤松",2017-06-27,2017-06-27,2018-03-13,2018-03-13,https://patents.google.com/patent/CN207088884U/en,
CN-208216482-U,A kind of cooling system arragement construction and automobile increasing journey system ,长沙市比亚迪汽车有限公司,"戴渝键, 刘华坤, 潘龙啸, 王欢迎, 秦宬",2017-11-24,2017-11-24,2018-12-11,2018-12-11,https://patents.google.com/patent/CN208216482U/en,
CN-206065792-U,A kind of automatization turns round welding bench ,天津比亚迪汽车有限公司,"殷文凯, 张晨阳, 孟祥胜",2016-09-28,2016-09-28,2017-04-05,2017-04-05,https://patents.google.com/patent/CN206065792U/en,
CN-207806871-U,Resistance spot weld feed device ,武汉比亚迪汽车有限公司,"杜柱, 郑清亮, 杜杨",2017-12-19,2017-12-19,2018-09-04,2018-09-04,https://patents.google.com/patent/CN207806871U/en,
CN-207809260-U,A kind of sealing device and the car using the sealing device ,青岛市比亚迪汽车有限公司,"杨煜, 吴军",2017-12-27,2017-12-27,2018-09-04,2018-09-04,https://patents.google.com/patent/CN207809260U/en,
CN-204136754-U,A kind of cabin door structure of battery flat ,长沙市比亚迪汽车有限公司,"陈华龙, 杨勇, 梁红军, 黄丰收, 杨奋标",2014-09-26,2014-09-26,2015-02-04,2015-02-04,https://patents.google.com/patent/CN204136754U/en,
CN-104682810-A,Method for compensating current waveform of permanent magnet synchronous motor ,长沙市比亚迪汽车有限公司,"肖恺, 杜智勇, 徐鲁辉, 罗辉, 张鑫鑫, 汤小华",2013-11-29,2013-11-29,2015-06-03,,https://patents.google.com/patent/CN104682810A/en,
CN-206141482-U,Anticollision roof beam and have vehicle of this anticollision roof beam ,杭州比亚迪汽车有限公司,"高文明, 卢淑珍, 罗强, 刘新春",2016-09-30,2016-09-30,2017-05-03,2017-05-03,https://patents.google.com/patent/CN206141482U/en,
CN-206148997-U,On -vehicle charger and have electric bus of this on -vehicle charger ,长沙市比亚迪汽车有限公司,杨仕青,2016-10-09,2016-10-09,2017-05-03,2017-05-03,https://patents.google.com/patent/CN206148997U/en,
CN-206217627-U,One kind ventilation waterproof grille and vehicle ,汕尾比亚迪汽车有限公司,"陈玲英, 孙星, 黄丰收",2016-10-31,2016-10-31,2017-06-06,2017-06-06,https://patents.google.com/patent/CN206217627U/en,
CN-111098933-A,Vehicle body rear structure and vehicle ,长沙市比亚迪汽车有限公司,"辛成男, 杨峰, 李岩, 田洪生",2018-10-29,2018-10-29,2020-05-05,,https://patents.google.com/patent/CN111098933A/en,https://patentimages.storage.googleapis.com/16/11/21/2a27e75c82c604/HDA0001846058570000011.png
CN-207807583-U,Side hatch door installs assistor ,大连比亚迪汽车有限公司,赵庄普,2017-12-22,2017-12-22,2018-09-04,2018-09-04,https://patents.google.com/patent/CN207807583U/en,
CN-206824887-U,A kind of electric motor coach battery bag skeleton welds flexible frock ,天津比亚迪汽车有限公司,"马南南, 耿硕, 马若桓",2017-05-09,2017-05-09,2018-01-02,2018-01-02,https://patents.google.com/patent/CN206824887U/en,
CN-107127979-A,taping machine ,长沙市比亚迪汽车有限公司,"董卫涛, 王利锋, 莫吉星",2016-02-26,2016-02-26,2017-09-05,,https://patents.google.com/patent/CN107127979A/en,
CN-109850750-A,A kind of integral new-energy passenger body frame flexibility handling apparatus ,天津比亚迪汽车有限公司,"耿硕, 刘亮, 马南南",2019-04-02,2019-04-02,2019-06-07,,https://patents.google.com/patent/CN109850750A/en,
CN-110764599-A,Reset control device and method ,杭州比亚迪汽车有限公司,"赵乐乐, 周涛, 张孟孟, 韩冻, 范志芳",2018-07-27,2018-07-27,2020-02-07,,https://patents.google.com/patent/CN110764599A/en,https://patentimages.storage.googleapis.com/07/c4/63/7eae29da0327a3/HDA0001746923250000013.png
CN-108598603-A,A kind of integral new-energy passenger powered cell detection device ,天津比亚迪汽车有限公司,"马南南, 耿硕, 马若桓",2018-03-30,2018-03-30,2018-09-28,,https://patents.google.com/patent/CN108598603A/en,
CN-206440193-U,Weld joint inspection ruler ,长沙市比亚迪汽车有限公司,"李�杰, 吴军",2016-10-31,2016-10-31,2017-08-25,2017-08-25,https://patents.google.com/patent/CN206440193U/en,
CN-206527027-U,Bus frame anticorrosion structure ,长沙市比亚迪汽车有限公司,"经久艳, 朱广, 袁晓宾, 李玉冰",2016-11-08,2016-11-08,2017-09-29,2017-09-29,https://patents.google.com/patent/CN206527027U/en,
CN-206297602-U,Steering column dust cover and the vehicle with it ,汕尾比亚迪汽车有限公司,"黄亚光, 孙为州, 欧阳启军, 郑海雄",2016-12-22,2016-12-22,2017-07-04,2017-07-04,https://patents.google.com/patent/CN206297602U/en,
CN-206379696-U,A kind of dustproof and waterproof block terminal and the vehicle with it ,长沙市比亚迪汽车有限公司,"刘宏剑, 曾葵, 刘彦超",2016-12-09,2016-12-09,2017-08-04,2017-08-04,https://patents.google.com/patent/CN206379696U/en,
CN-204141144-U,A kind of oil-leakage-prevention ventilation pipe box ,长沙市比亚迪汽车有限公司,戴伟成,2014-09-28,2014-09-28,2015-02-04,2015-02-04,https://patents.google.com/patent/CN204141144U/en,
CN-111641198-A,"Motor controller, high-voltage bus capacitor discharge method and device thereof, and vehicle ",杭州比亚迪汽车有限公司,"徐鲁辉, 张人杰, 杜智勇",2019-03-01,2019-03-01,2020-09-08,,https://patents.google.com/patent/CN111641198A/en,https://patentimages.storage.googleapis.com/d2/39/92/b3ed2ce47cfa41/RE-HDA0002025400870000011.png
CN-109215471-A,A kind of car glass surface glue operation training platform ,天津比亚迪汽车有限公司,"李春娜, 马南南, 李倩",2017-06-29,2017-06-29,2019-01-15,,https://patents.google.com/patent/CN109215471A/en,
CN-111628688-A,"Motor controller, direct current bus current detection method and system thereof, and vehicle ",杭州比亚迪汽车有限公司,"徐鲁辉, 徐琪, 李楠, 杜智勇",2019-02-27,2019-02-27,2020-09-04,,https://patents.google.com/patent/CN111628688A/en,https://patentimages.storage.googleapis.com/7e/ec/ee/d32a46c5b287d0/HDA0001980026710000011.png
CN-109986966-A,"The monitoring system of electric car and its high-tension distribution box, monitoring method ",长沙市比亚迪汽车有限公司,"何秀龙, 王颖, 孟郭强, 高堂芬, 韩璐",2017-12-28,2017-12-28,2019-07-09,,https://patents.google.com/patent/CN109986966A/en,
CN-108501825-A,A kind of vehicle-carrying display screen and automobile ,长沙市比亚迪汽车有限公司,"许晓方, 张晓茹, 白胜",2017-02-28,2017-02-28,2018-09-07,,https://patents.google.com/patent/CN108501825A/en,
CN-106914945-A,One kind can impregnation mouth cutter ,天津比亚迪汽车有限公司,"殷文凯, 孟祥胜, 孙晨光",2017-04-07,2017-04-07,2017-07-04,,https://patents.google.com/patent/CN106914945A/en,
CN-206527626-U,Sanding apparatus ,杭州比亚迪汽车有限公司,师振华,2016-12-14,2016-12-14,2017-09-29,2017-09-29,https://patents.google.com/patent/CN206527626U/en,
CN-108023432-A,A kind of motor and electric bus ,杭州比亚迪汽车有限公司,"林焕炜, 游斌",2016-10-31,2016-10-31,2018-05-11,,https://patents.google.com/patent/CN108023432A/en,
CN-206663024-U,A kind of clamping device ,长沙市比亚迪汽车有限公司,"张选亮, 王世保",2016-12-26,2016-12-26,2017-11-24,2017-11-24,https://patents.google.com/patent/CN206663024U/en,
CN-206825398-U,A kind of equidistant tapper ,天津比亚迪汽车有限公司,"殷文凯, 孟祥胜, 马南南",2017-03-27,2017-03-27,2018-01-02,2018-01-02,https://patents.google.com/patent/CN206825398U/en,
CN-209029508-U,Temperature control system and energy-storage system for energy-storage system ,承德比亚迪汽车有限公司,"尹韶文, 宋峰, 郑永红",2018-11-07,2018-11-07,2019-06-25,2019-06-25,https://patents.google.com/patent/CN209029508U/en,
CN-209385787-U,Drain valve and air-pressure brake gas receiver ,长沙市比亚迪汽车有限公司,"魏兴强, 秦宬, 刘玉杰",2018-11-30,2018-11-30,2019-09-13,2019-09-13,https://patents.google.com/patent/CN209385787U/en,
CN-207684802-U,Tire installs lifting equipment ,承德比亚迪汽车有限公司,"赵延林, 苗全",2017-12-07,2017-12-07,2018-08-03,2018-08-03,https://patents.google.com/patent/CN207684802U/en,
CN-204136942-U,A kind of wiper ,长沙市比亚迪汽车有限公司,"龙宪阁, 黄宏波, 陈楠, 卿明浩, 程园, 王晓冬",2014-08-29,2014-08-29,2015-02-04,2015-02-04,https://patents.google.com/patent/CN204136942U/en,
CN-207820355-U,Gateway controller and vehicle with it ,宁波比亚迪汽车有限公司,"邱明明, 郑美珍, 杨柳",2017-12-01,2017-12-01,2018-09-04,2018-09-04,https://patents.google.com/patent/CN207820355U/en,
CN-211209407-U,Rotor and motor with same ,杭州比亚迪汽车有限公司,"张斌, 田顺杰, 王阳阳",2019-12-31,2019-12-31,2020-08-07,2020-08-07,https://patents.google.com/patent/CN211209407U/en,https://patentimages.storage.googleapis.com/06/54/7b/31c31c1bfa6c8d/HDA0002350185460000011.png
CN-207594872-U,A kind of automobile distribution box and vehicle ,长沙市比亚迪汽车有限公司,刘宏剑,2017-11-24,2017-11-24,2018-07-10,2018-07-10,https://patents.google.com/patent/CN207594872U/en,
CN-207611881-U,"The capacitor busbar and capacitor with it, battery pack and automobile ",杭州比亚迪汽车有限公司,"杨玮, 项华炜, 林良彬, 刘斯源",2017-11-21,2017-11-21,2018-07-13,2018-07-13,https://patents.google.com/patent/CN207611881U/en,
CN-207818439-U,Skylight switch ,宁波比亚迪汽车有限公司,"吴留强, 邢维佑, 王新波",2017-09-30,2017-09-30,2018-09-04,2018-09-04,https://patents.google.com/patent/CN207818439U/en,
CN-109946087-A,Stabilizer bar bushing assembly test device ,汕尾比亚迪汽车有限公司,"赵世宜, 雷发荣, 纪绪北, 李鹏",2017-12-21,2017-12-21,2019-06-28,,https://patents.google.com/patent/CN109946087A/en,
CN-109955909-A,A kind of automobile rear frame structure and automobile ,长沙市比亚迪汽车有限公司,"赖锐, 张健健, 刘腾涌, 赵洋, 李岩",2017-12-26,2017-12-26,2019-07-02,,https://patents.google.com/patent/CN109955909A/en,
CN-109971142-A,A kind of composite repair material and preparation method thereof ,长沙市比亚迪汽车有限公司,李曼利,2017-12-27,2017-12-27,2019-07-05,,https://patents.google.com/patent/CN109971142A/en,
CN-207033923-U,A kind of double buckle ,宁波比亚迪汽车有限公司,"刘勇, 谭少飞, 李琼",2017-06-27,2017-06-27,2018-02-23,2018-02-23,https://patents.google.com/patent/CN207033923U/en,
CN-206948131-U,A kind of motor and automobile ,长沙市比亚迪汽车有限公司,邓晓雪,2017-05-31,2017-05-31,2018-01-30,2018-01-30,https://patents.google.com/patent/CN206948131U/en,
CN-206668846-U,A kind of band limit function gas spring ,天津比亚迪汽车有限公司,"马南南, 孙晨光, 刘震",2017-04-14,2017-04-14,2017-11-24,2017-11-24,https://patents.google.com/patent/CN206668846U/en,
CN-207044237-U,One kind can impregnation mouth cutter ,天津比亚迪汽车有限公司,"殷文凯, 孟祥胜, 孙晨光",2017-04-07,2017-04-07,2018-02-27,2018-02-27,https://patents.google.com/patent/CN207044237U/en,
CN-211980723-U,Battery pack and vehicle ,"比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","杨昆, 彭青波, 赵喆, 万龙, 朱燕",2020-05-29,2020-05-29,2020-11-20,2020-11-20,https://patents.google.com/patent/CN211980723U/en,https://patentimages.storage.googleapis.com/44/32/7b/25ff913eb674bb/HDA0002514920710000011.png
CN-114447412-A,Lithium battery ,深圳市比亚迪锂电池有限公司,"刘正皎, 梅日国, 常晓雅, 吴子文, 潘仪",2020-11-06,2020-11-06,2022-05-06,,https://patents.google.com/patent/CN114447412A/en,https://patentimages.storage.googleapis.com/da/35/0d/addddc3a121af6/HDA0002765995180000011.png
CN-205059468-U,End waterproof sealing structure and sealing strip of limit mouth ,比亚迪汽车有限公司,"刘腾涌, 杨峰, 谢成冬, 刘晓东, 吴启峰",2015-09-25,2015-09-25,2016-03-02,2016-03-02,https://patents.google.com/patent/CN205059468U/en,
CN-203352228-U,Electric car charging connecting device ,比亚迪汽车有限公司,"林攀, 赵自强, 王明利, 吴勇波",2013-06-27,2013-06-27,2013-12-18,2013-12-18,https://patents.google.com/patent/CN203352228U/en,https://patentimages.storage.googleapis.com/df/cc/ab/803661aff668fd/130626203054.png
CN-203412652-U,Automobile heat radiator and automobile ,比亚迪汽车有限公司,王学超,2013-06-26,2013-06-26,2014-01-29,2014-01-29,https://patents.google.com/patent/CN203412652U/en,https://patentimages.storage.googleapis.com/f0/86/e9/b694bc9e188e13/130625165300.png
CN-111376795-A,Control method and system for heating battery of electric automobile and electric automobile ,比亚迪汽车工业有限公司,"车炎坷, 肖恺, 李江华, 杜智勇",2018-12-29,2018-12-29,2020-07-07,,https://patents.google.com/patent/CN111376795A/en,https://patentimages.storage.googleapis.com/ff/c1/d3/b2d940dba642e8/HDA0001930759970000011.png
CN-203933054-U,Automobile-used solar recharging system and automobile ,比亚迪汽车有限公司,"高静静, 牛丽萍, 邓小红, 钟益林",2013-12-23,2013-12-23,2014-11-05,2014-11-05,https://patents.google.com/patent/CN203933054U/en,
CN-209248321-U,Factory management system ,比亚迪汽车有限公司,杨春平,2018-11-30,2018-11-30,2019-08-13,2019-08-13,https://patents.google.com/patent/CN209248321U/en,
CN-203348503-U,Reducer end cover and reducer comprising reducer end cover ,比亚迪汽车有限公司,"闫业廷, 阮鸥, 翟震",2013-06-14,2013-06-14,2013-12-18,2013-12-18,https://patents.google.com/patent/CN203348503U/en,https://patentimages.storage.googleapis.com/77/eb/5d/e3df631975bee0/1306141320421.png
CN-206528296-U,"A kind of flexible member, damper and suspension system ",比亚迪汽车有限公司,"邹艳丽, 孙冬冬, 孙宪猛",2016-09-09,2016-09-09,2017-09-29,2017-09-29,https://patents.google.com/patent/CN206528296U/en,
CN-203869358-U,Refrigerating system of hybrid power vehicle and hybrid power vehicle with same ,比亚迪汽车有限公司,"倪超, 刘丹, 顾建军, 郭院生",2013-12-30,2013-12-30,2014-10-08,2014-10-08,https://patents.google.com/patent/CN203869358U/en,
CN-206141329-U,Vice instrument desk of car and car ,比亚迪汽车有限公司,"刘斌辉, 李传宝, 谭艳艳",2016-10-19,2016-10-19,2017-05-03,2017-05-03,https://patents.google.com/patent/CN206141329U/en,
CN-113555635-A,"Battery shell, battery, power battery package and vehicle ",深圳市比亚迪锂电池有限公司,"焦晓朋, 李娜, 李世彩, 郭奂良, 乔璐璐",2020-04-22,2020-04-22,2021-10-26,,https://patents.google.com/patent/CN113555635A/en,https://patentimages.storage.googleapis.com/06/40/c4/9d607c3b2c8f6e/HDA0002461320470000011.png
CN-112578296-A,"Battery capacity estimation method and apparatus, and computer storage medium ","比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","李晓倩, 冯天宇, 张梦菲, 徐广东, 吕明海",2019-09-27,2020-02-28,2021-03-30,,https://patents.google.com/patent/CN112578296A/en,https://patentimages.storage.googleapis.com/fb/49/ce/4f21b06241512a/HDA0002395450170000011.png
CN-217387398-U,"Battery tray, battery package and electric automobile ","比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","张顺, 陈龙, 尤悦丘, 郑卫鑫, 鲁志佩",2021-11-30,2021-11-30,2022-09-06,2022-09-06,https://patents.google.com/patent/CN217387398U/en,https://patentimages.storage.googleapis.com/b8/1b/ec/d54594371f834e/HDA0003384755340000011.png
CN-212303774-U,Battery with a battery cell ,"比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","梁立维, 胡树敏, 张剑, 雷磊",2020-06-17,2020-06-17,2021-01-05,2021-01-05,https://patents.google.com/patent/CN212303774U/en,https://patentimages.storage.googleapis.com/a6/73/2a/fb17e07b9e4552/HDA0002543575930000011.png
CN-110858664-A,"Electrolyte, battery containing electrolyte and electric vehicle ","比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","张百爽, 周青, 官向国",2018-08-24,2018-08-24,2020-03-03,,https://patents.google.com/patent/CN110858664A/en,
CN-213484534-U,Backup power device and system of battery pack ,"比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","奠先容, 苟江锋, 程斌",2020-09-07,2020-09-07,2021-06-18,2021-06-18,https://patents.google.com/patent/CN213484534U/en,https://patentimages.storage.googleapis.com/b6/ed/4e/23cbea7b8b3a18/HDA0002670188800000011.png
CN-213026315-U,Battery pack ,"比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","李一鸣, 吉佳良, 苟江锋",2020-09-21,2020-09-21,2021-04-20,2021-04-20,https://patents.google.com/patent/CN213026315U/en,https://patentimages.storage.googleapis.com/d4/f0/f4/3b2e0b15d8561f/HDA0002692751070000011.png
CN-112578292-A,Method and system for graded utilization and sorting of retired batteries ,"比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","张梦菲, 何立新, 蔡履毅, 张国恒, 徐广东",2019-09-27,2019-09-27,2021-03-30,,https://patents.google.com/patent/CN112578292A/en,https://patentimages.storage.googleapis.com/ec/b6/bf/d732da837cd520/HDA0002218760330000011.png
CN-210111619-U,Energy storage device ,"比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","李一鸣, 苟江锋, 符策健",2019-07-12,2019-07-12,2020-02-21,2020-02-21,https://patents.google.com/patent/CN210111619U/en,https://patentimages.storage.googleapis.com/e9/56/17/0e5bd3465ed8da/HDA0002128658280000021.png
CN-217387416-U,Battery pack and vehicle with same ,"比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","宋如, 郎晓强, 周燕飞",2021-12-30,2021-12-30,2022-09-06,2022-09-06,https://patents.google.com/patent/CN217387416U/en,https://patentimages.storage.googleapis.com/07/0b/98/8f00b3931dd3a5/HDA0003446696510000011.png
CN-217387401-U,"Battery tray, battery pack and vehicle ","比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","朱婷婷, 王小龙, 郑卫鑫",2021-12-29,2021-12-29,2022-09-06,2022-09-06,https://patents.google.com/patent/CN217387401U/en,https://patentimages.storage.googleapis.com/1c/70/bc/f9858653a664d2/HDA0003444371720000011.png
CN-210821842-U,Protection circuit system and electric vehicle ,深圳市比亚迪锂电池有限公司,"喻榕, 王印, 李小波, 张亭, 刘斯源",2019-05-24,2019-05-24,2020-06-23,2020-06-23,https://patents.google.com/patent/CN210821842U/en,https://patentimages.storage.googleapis.com/0b/bf/ea/83003a0772264f/190523171908.png
CN-206202417-U,Subframe and vehicle ,比亚迪股份有限公司,"刘波, 胡新, 胡斐, 刘先华",2016-10-25,2016-10-25,2017-05-31,2017-05-31,https://patents.google.com/patent/CN206202417U/en,
CN-204103619-U,Motor and the motor assembly with this motor ,比亚迪股份有限公司,张植军,2014-07-31,2014-07-31,2015-01-14,2015-01-14,https://patents.google.com/patent/CN204103619U/en,
CN-112216838-A,"Lithium ion battery positive electrode material, positive plate and lithium ion battery ",深圳市比亚迪锂电池有限公司,"焦晓朋, 李世彩, 甘永青, 王蒙, 李向辉",2019-07-11,2019-07-11,2021-01-12,,https://patents.google.com/patent/CN112216838A/en,
CN-112216809-A,"Lithium metal cathode, preparation method thereof and lithium ion battery ",深圳市比亚迪锂电池有限公司,"王蒙, 李世彩, 江正福, 李向辉, 韩晓燕",2019-07-11,2019-07-11,2021-01-12,,https://patents.google.com/patent/CN112216809A/en,https://patentimages.storage.googleapis.com/45/13/65/ae819d555b6f6e/HDA0002127286170000011.png
CN-204799917-U,Metal forming equipment ,比亚迪股份有限公司,"王亚楠, 陈秋绘, 陈国聪, 张昌才, 赵树明",2015-05-29,2015-05-29,2015-11-25,2015-11-25,https://patents.google.com/patent/CN204799917U/en,
CN-204967547-U,Electric machine ,比亚迪股份有限公司,李加军,2015-08-31,2015-08-31,2016-01-13,2016-01-13,https://patents.google.com/patent/CN204967547U/en,
CN-206427048-U,For the buffer of hitch and the railcar train with it ,比亚迪股份有限公司,"肖志鸿, 李道林, 谭志成",2016-12-29,2016-12-29,2017-08-22,2017-08-22,https://patents.google.com/patent/CN206427048U/en,
CN-206148575-U,Power battery package temperature control system and electric automobile ,比亚迪股份有限公司,"杨凯, 赵艳, 潘洪明",2016-10-25,2016-10-25,2017-05-03,2017-05-03,https://patents.google.com/patent/CN206148575U/en,
CN-205898386-U,Detection apparatus for it blows out and leaks gas to be used for simulating vehicle tyre ,比亚迪股份有限公司,"方贺荣, 张惠林, 刘永胜, 谢勇, 葛生高",2016-07-12,2016-07-12,2017-01-18,2017-01-18,https://patents.google.com/patent/CN205898386U/en,
CN-203485992-U,Motor system for driving load and electro-hydraulic power steering system ,比亚迪汽车工业有限公司,于德刚,2013-08-30,2013-08-30,2014-03-19,2014-03-19,https://patents.google.com/patent/CN203485992U/en,https://patentimages.storage.googleapis.com/4f/b7/aa/1d3ec69997cc26/130829134916.png
CN-206210382-U,Noise reduction system and electric automobile ,比亚迪股份有限公司,"刘文展, 孙亚轩, 宫清",2016-11-01,2016-11-01,2017-05-31,2017-05-31,https://patents.google.com/patent/CN206210382U/en,
CN-114076899-A,"Battery life grading estimation method, device, equipment, system and medium ",深圳市比亚迪锂电池有限公司,"张国恒, 何立新, 徐广东, 邓跃和, 马冰洁",2020-08-18,2020-08-18,2022-02-22,,https://patents.google.com/patent/CN114076899A/en,https://patentimages.storage.googleapis.com/d4/aa/85/f1faa943a07612/HDA0002638137840000011.png
CN-205640626-U,Vehicle and automobile -used LED lamp system and automobile -used LED lamp thereof ,比亚迪股份有限公司,"单光展, 曾荣, 孙世向",2016-04-18,2016-04-18,2016-10-12,2016-10-12,https://patents.google.com/patent/CN205640626U/en,
CN-203489438-U,Air-conditioner air outlet device ,比亚迪汽车工业有限公司,"邹仁盛, 杨俊�, 廉铭",2013-08-28,2013-08-28,2014-03-19,2014-03-19,https://patents.google.com/patent/CN203489438U/en,https://patentimages.storage.googleapis.com/51/0c/4e/ef80a854d7697c/1308271754241.png
CN-206202109-U,Turn to lamp control device and vehicle ,比亚迪股份有限公司,"欧阳烁, 祁坤, 孟桃",2016-11-09,2016-11-09,2017-05-31,2017-05-31,https://patents.google.com/patent/CN206202109U/en,
CN-111129423-A,"Lithium ion battery cathode material and preparation method thereof, lithium ion battery cathode and lithium ion battery ",深圳市比亚迪锂电池有限公司,"历彪, 郭姿珠, 易观贵",2018-10-30,2018-10-30,2020-05-08,,https://patents.google.com/patent/CN111129423A/en,
CN-111106381-A,"Polymer electrolyte, preparation method thereof and lithium ion battery ",深圳市比亚迪锂电池有限公司,"李婷婷, 刘荣华, 高磊, 单军",2018-10-25,2018-10-25,2020-05-05,,https://patents.google.com/patent/CN111106381A/en,
CN-206456243-U,The instrument panel assemblies of automobile ,比亚迪股份有限公司,"陈伟, 江丽甜",2017-01-12,2017-01-12,2017-09-01,2017-09-01,https://patents.google.com/patent/CN206456243U/en,
CN-206678994-U,Train head car and its headstock skeleton ,比亚迪股份有限公司,"王啸杰, 黄永裕, 姚刘兵, 刘宇, 王玉斌",2017-03-31,2017-03-31,2017-11-28,2017-11-28,https://patents.google.com/patent/CN206678994U/en,
CN-112397829-A,Module with high flame retardance and high heat resistance and preparation method ,"深圳市比亚迪锂电池有限公司, 国家电网有限公司, 国网安徽省电力有限公司电力科学研究院, 北京理工大学, 中国电力科学研究院有限公司","赖庆, 李向梅, 汪书苹, 张佳庆, 高飞, 杨凯",2020-11-13,2020-11-13,2021-02-23,,https://patents.google.com/patent/CN112397829A/en,https://patentimages.storage.googleapis.com/71/fa/ee/f3b2b289464d90/HDA0002777567360000011.png
CN-206149659-U,Night light metal casing and individual electronic equipment ,比亚迪股份有限公司,"宫清, 周维, 张�雄, 俞跃, 石任岚",2016-05-30,2016-05-30,2017-05-03,2017-05-03,https://patents.google.com/patent/CN206149659U/en,
CN-109728339-B,"Electrolyte composition, all-solid electrolyte membrane and preparation method thereof ","比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","高磊, 刘荣华, 单军",2017-10-30,2017-10-30,2021-04-20,2021-04-20,https://patents.google.com/patent/CN109728339B/en,
CN-110752404-B,"Electrolyte, battery containing electrolyte and electric vehicle ","比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","钟海敏, 王圣",2018-07-23,2018-07-23,2021-06-18,2021-06-18,https://patents.google.com/patent/CN110752404B/en,https://patentimages.storage.googleapis.com/80/fe/3b/ae5e64592adcf0/HDA0001739503300000011.png
CN-216500381-U,Coating device ,"比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","刘佳, 鲁首明, 张建旺, 胡伟, 邓纪洪",2021-11-15,2021-11-15,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216500381U/en,https://patentimages.storage.googleapis.com/b0/29/ed/ed6c1d6b53506f/HDA0003354726610000011.png
CN-114132929-A,Preparation method of silicon carbide powder and silicon carbide powder ,比亚迪股份有限公司,"周维, 周芳享, 朱一鸣, 秦君武, 黄鲸华",2020-09-04,2020-09-04,2022-03-04,,https://patents.google.com/patent/CN114132929A/en,
CN-110635166-B,"Electrolyte, battery containing electrolyte and electric vehicle ","比亚迪股份有限公司, 深圳市比亚迪锂电池有限公司","钟海敏, 王圣",2018-06-21,2018-06-21,2021-06-18,2021-06-18,https://patents.google.com/patent/CN110635166B/en,
